0,1,2,3,4,5,6,7,8,9,10,11,12,13
2145,38,married,primary,no,-363,no,no,unknown,340,2,-1,0,unknown,0
2146,35,married,secondary,no,8883,no,no,cellular,33,3,-1,0,unknown,0
2147,31,single,secondary,no,1970,no,no,telephone,284,3,-1,0,unknown,0
2148,62,married,tertiary,no,1859,no,no,telephone,245,3,-1,0,unknown,1
2149,32,single,tertiary,no,1059,yes,no,cellular,115,1,-1,0,unknown,0
2150,31,married,secondary,no,388,yes,no,unknown,730,2,-1,0,unknown,0
2151,51,divorced,primary,no,602,yes,no,cellular,347,1,284,2,failure,0
2152,29,single,secondary,no,0,no,no,cellular,58,1,-1,0,unknown,0
2153,43,married,primary,no,255,yes,no,cellular,180,1,-1,0,unknown,0
2154,36,married,secondary,no,63,yes,no,unknown,56,8,-1,0,unknown,0
2155,34,married,primary,no,712,yes,no,unknown,326,3,-1,0,unknown,0
2156,29,married,secondary,no,57,yes,no,telephone,342,9,-1,0,unknown,0
2157,57,married,secondary,no,523,no,yes,cellular,49,6,-1,0,unknown,0
2158,43,married,tertiary,no,422,no,no,cellular,110,1,-1,0,unknown,0
2159,33,married,secondary,no,386,no,no,cellular,253,1,92,4,failure,1
2160,60,married,tertiary,no,3387,no,no,cellular,636,2,-1,0,unknown,0
2161,51,married,primary,no,260,no,no,cellular,137,2,-1,0,unknown,0
2162,40,single,secondary,no,-1,no,no,cellular,173,1,-1,0,unknown,0
2163,51,married,secondary,no,1490,yes,no,cellular,227,2,-1,0,unknown,0
2164,38,married,secondary,no,497,yes,yes,unknown,88,5,-1,0,unknown,0
2165,35,married,secondary,no,1707,yes,no,unknown,426,3,-1,0,unknown,0
2166,47,married,secondary,no,826,yes,no,telephone,195,3,112,8,other,0
2167,45,married,primary,no,907,no,no,cellular,230,8,-1,0,unknown,0
2168,40,married,secondary,no,1836,yes,no,cellular,750,2,-1,0,unknown,1
2169,29,single,secondary,no,404,no,no,cellular,413,3,-1,0,unknown,0
2170,52,divorced,tertiary,no,907,yes,no,unknown,104,2,-1,0,unknown,0
2171,26,married,secondary,no,18,yes,yes,cellular,138,1,-1,0,unknown,0
2172,31,single,primary,no,-495,yes,no,unknown,334,2,-1,0,unknown,0
2173,55,married,unknown,no,1210,yes,no,unknown,868,1,-1,0,unknown,0
2174,35,married,secondary,no,819,yes,no,telephone,102,14,-1,0,unknown,0
2175,56,divorced,tertiary,no,442,no,no,unknown,77,3,-1,0,unknown,0
2176,28,single,secondary,no,-46,yes,no,cellular,199,1,92,14,success,1
2177,27,single,secondary,no,671,yes,no,unknown,332,2,-1,0,unknown,0
2178,30,married,secondary,no,371,no,no,cellular,124,2,-1,0,unknown,0
2179,51,married,tertiary,no,-3,no,no,cellular,91,9,-1,0,unknown,0
2180,33,married,secondary,no,11,yes,no,cellular,104,3,-1,0,unknown,0
2181,32,single,secondary,no,33,yes,no,cellular,125,1,368,4,failure,0
2182,43,married,secondary,no,104,yes,no,cellular,635,3,-1,0,unknown,1
2183,46,married,primary,no,174,no,yes,cellular,90,1,-1,0,unknown,0
2184,32,married,tertiary,no,3107,yes,yes,cellular,310,1,-1,0,unknown,0
2185,40,married,secondary,no,1438,yes,no,cellular,207,1,351,2,failure,0
2186,39,married,secondary,no,1367,no,no,unknown,43,1,-1,0,unknown,0
2187,51,married,primary,no,-11,no,no,telephone,126,4,-1,0,unknown,0
2188,46,single,secondary,no,1693,yes,no,cellular,137,1,97,1,success,0
2189,43,married,primary,no,778,yes,yes,unknown,284,5,-1,0,unknown,0
2190,36,married,tertiary,no,837,no,no,cellular,68,6,-1,0,unknown,0
2191,48,married,tertiary,no,363,no,no,cellular,67,1,-1,0,unknown,0
2192,26,single,secondary,no,236,yes,yes,cellular,8,2,-1,0,unknown,0
2193,39,single,unknown,no,0,yes,no,cellular,62,1,-1,0,unknown,0
2194,47,married,tertiary,no,-50,no,yes,cellular,175,1,-1,0,unknown,0
2195,23,single,primary,no,4,yes,no,unknown,395,2,-1,0,unknown,1
2196,54,divorced,tertiary,no,26306,yes,no,cellular,27,1,84,3,failure,0
2197,38,married,secondary,no,46,yes,yes,unknown,195,1,-1,0,unknown,0
2198,33,married,secondary,no,575,no,yes,cellular,254,2,-1,0,unknown,0
2199,35,divorced,secondary,no,148,no,yes,cellular,199,1,-1,0,unknown,0
2200,52,married,secondary,no,431,no,no,cellular,73,17,-1,0,unknown,0
2201,25,single,tertiary,no,777,yes,no,unknown,351,1,-1,0,unknown,0
2202,29,married,tertiary,no,199,yes,yes,unknown,1689,4,-1,0,unknown,1
2203,35,single,tertiary,no,3552,no,no,cellular,267,1,-1,0,unknown,0
2204,49,married,secondary,no,47,no,no,unknown,234,2,-1,0,unknown,0
2205,41,divorced,secondary,no,3823,no,no,cellular,234,10,-1,0,unknown,0
2206,32,married,tertiary,no,138,no,no,cellular,94,4,-1,0,unknown,0
2207,29,single,secondary,no,1117,yes,no,unknown,77,2,-1,0,unknown,0
2208,28,married,secondary,no,1325,yes,no,cellular,242,1,-1,0,unknown,0
2209,59,married,secondary,no,0,no,no,cellular,247,4,-1,0,unknown,0
2210,34,married,tertiary,no,4343,no,no,unknown,85,4,-1,0,unknown,0
2211,55,divorced,tertiary,no,1598,no,no,cellular,607,4,-1,0,unknown,0
2212,34,married,tertiary,no,3301,yes,no,cellular,485,2,227,4,failure,1
2213,24,single,secondary,no,822,no,no,cellular,184,1,91,2,failure,1
2214,42,divorced,secondary,no,-280,yes,no,unknown,258,1,-1,0,unknown,0
2215,34,single,unknown,no,1534,yes,no,cellular,156,1,147,7,other,0
2216,34,married,secondary,no,1671,no,no,unknown,160,1,-1,0,unknown,0
2217,51,married,tertiary,no,2007,no,no,unknown,1021,1,-1,0,unknown,0
2218,58,married,primary,no,0,yes,no,cellular,5,25,-1,0,unknown,0
2219,44,married,secondary,no,2776,yes,no,cellular,701,1,-1,0,unknown,1
2220,33,married,secondary,no,139,yes,yes,cellular,732,2,291,5,failure,1
2221,34,married,tertiary,no,573,no,no,cellular,122,1,-1,0,unknown,0
2222,34,married,secondary,no,475,yes,no,unknown,559,1,-1,0,unknown,0
2223,42,divorced,secondary,no,47,yes,yes,unknown,141,1,-1,0,unknown,0
2224,46,single,tertiary,no,2154,yes,no,cellular,87,4,-1,0,unknown,0
2225,31,single,tertiary,no,96,no,no,cellular,577,1,-1,0,unknown,0
2226,39,married,tertiary,no,83,yes,no,cellular,193,2,-1,0,unknown,0
2227,34,single,tertiary,no,6766,no,no,cellular,210,5,-1,0,unknown,0
2228,47,married,secondary,no,3973,no,no,cellular,732,2,-1,0,unknown,0
2229,42,divorced,secondary,no,372,yes,yes,unknown,121,2,-1,0,unknown,0
2230,48,single,secondary,no,-552,no,yes,cellular,150,2,-1,0,unknown,0
2231,30,single,tertiary,no,48,no,no,cellular,140,1,-1,0,unknown,0
2232,38,married,secondary,no,7696,yes,no,cellular,386,2,-1,0,unknown,0
2233,24,married,secondary,no,4500,yes,no,cellular,733,2,-1,0,unknown,1
2234,34,married,secondary,no,1,yes,no,cellular,108,1,-1,0,unknown,0
2235,46,single,tertiary,no,46,no,yes,cellular,80,1,152,1,failure,0
2236,32,divorced,secondary,yes,-18,yes,no,unknown,155,3,-1,0,unknown,0
2237,46,married,secondary,no,451,yes,yes,cellular,389,4,-1,0,unknown,0
2238,26,married,tertiary,no,479,yes,no,cellular,133,3,-1,0,unknown,0
2239,42,married,secondary,no,0,yes,no,cellular,328,6,-1,0,unknown,0
2240,50,married,secondary,no,1130,yes,no,cellular,119,2,-1,0,unknown,0
2241,41,married,primary,no,389,yes,no,unknown,87,6,-1,0,unknown,0
2242,34,single,secondary,no,10,no,yes,cellular,162,1,173,3,failure,0
2243,32,married,secondary,no,401,yes,no,unknown,294,2,-1,0,unknown,0
2244,58,single,tertiary,no,145,yes,yes,cellular,128,2,-1,0,unknown,0
2245,45,married,secondary,no,115,yes,no,cellular,108,1,-1,0,unknown,0
2246,28,single,secondary,no,89,yes,yes,cellular,172,2,-1,0,unknown,0
2247,35,married,secondary,no,94,yes,yes,unknown,208,5,-1,0,unknown,0
2248,39,married,secondary,no,1438,yes,no,unknown,212,2,-1,0,unknown,0
2249,49,divorced,tertiary,no,780,no,no,cellular,148,1,871,2,failure,0
2250,50,married,tertiary,no,207,yes,no,cellular,99,1,-1,0,unknown,0
2251,37,married,tertiary,no,238,no,no,cellular,185,1,92,1,success,1
2252,45,married,primary,no,2433,no,no,cellular,133,2,-1,0,unknown,0
2253,30,single,secondary,no,1924,no,no,cellular,170,1,-1,0,unknown,0
2254,48,married,tertiary,no,-471,yes,no,unknown,668,7,-1,0,unknown,0
2255,36,single,tertiary,no,1531,yes,no,cellular,81,3,170,1,failure,0
2256,41,single,secondary,no,764,no,no,cellular,230,2,-1,0,unknown,0
2257,55,married,secondary,no,383,no,no,unknown,287,1,-1,0,unknown,0
2258,70,married,primary,no,3782,no,no,cellular,618,1,-1,0,unknown,0
2259,41,married,tertiary,no,326,yes,no,cellular,788,1,-1,0,unknown,1
2260,47,divorced,secondary,no,691,no,no,cellular,285,6,-1,0,unknown,0
2261,34,single,secondary,no,0,no,no,cellular,163,2,-1,0,unknown,0
2262,33,single,tertiary,no,99,no,no,cellular,159,1,-1,0,unknown,0
2263,58,married,secondary,no,502,yes,no,cellular,197,2,370,3,failure,0
2264,51,married,tertiary,no,-15,no,no,cellular,212,2,-1,0,unknown,0
2265,45,married,tertiary,no,1929,yes,no,unknown,44,15,-1,0,unknown,0
2266,55,married,secondary,no,0,no,no,cellular,180,2,238,3,success,0
2267,30,single,primary,no,185,no,no,unknown,11,1,-1,0,unknown,0
2268,33,single,secondary,no,-424,yes,no,unknown,863,1,-1,0,unknown,0
2269,27,single,secondary,no,0,yes,no,unknown,388,7,-1,0,unknown,0
2270,59,married,secondary,no,319,yes,no,unknown,143,3,-1,0,unknown,0
2271,34,single,tertiary,no,171,yes,no,cellular,191,1,294,1,failure,0
2272,47,divorced,tertiary,no,-1148,yes,yes,unknown,62,2,-1,0,unknown,0
2273,44,married,primary,no,-11,yes,no,unknown,13,1,-1,0,unknown,0
2274,35,single,secondary,no,0,yes,no,cellular,1073,1,-1,0,unknown,1
2275,45,married,tertiary,no,-206,yes,no,cellular,337,2,-1,0,unknown,0
2276,42,married,primary,no,704,yes,yes,telephone,88,10,-1,0,unknown,0
2277,38,married,secondary,no,1931,no,no,cellular,167,1,298,10,other,0
2278,34,single,secondary,no,943,no,no,cellular,96,4,-1,0,unknown,0
2279,35,married,secondary,no,327,yes,no,cellular,537,3,-1,0,unknown,0
2280,29,single,secondary,no,-105,yes,no,unknown,5,3,-1,0,unknown,0
2281,58,married,secondary,no,983,no,no,cellular,139,1,-1,0,unknown,0
2282,44,single,primary,no,787,yes,no,unknown,570,2,-1,0,unknown,0
2283,45,married,tertiary,no,0,yes,no,cellular,100,3,-1,0,unknown,0
2284,43,married,secondary,no,3060,yes,no,unknown,253,2,-1,0,unknown,0
2285,44,married,secondary,no,5780,yes,no,cellular,525,2,-1,0,unknown,0
2286,30,single,secondary,no,790,no,no,cellular,696,3,-1,0,unknown,0
2287,38,married,tertiary,no,1449,no,no,unknown,535,6,-1,0,unknown,0
2288,50,married,secondary,no,1412,no,no,cellular,131,3,-1,0,unknown,0
2289,21,single,secondary,no,681,no,no,unknown,6,1,-1,0,unknown,0
2290,38,married,tertiary,no,228,yes,no,cellular,105,1,-1,0,unknown,0
2291,42,married,secondary,no,0,no,no,unknown,370,1,-1,0,unknown,0
2292,45,single,tertiary,no,2087,no,no,cellular,29,14,-1,0,unknown,0
2293,34,married,secondary,no,2,yes,yes,cellular,184,1,167,6,failure,0
2294,48,married,secondary,no,197,no,yes,cellular,47,2,222,3,other,0
2295,34,married,secondary,no,0,no,yes,unknown,193,4,-1,0,unknown,0
2296,32,married,secondary,no,1905,yes,no,cellular,709,2,-1,0,unknown,1
2297,35,married,tertiary,no,118,no,no,cellular,358,2,-1,0,unknown,0
2298,39,married,tertiary,no,2644,yes,no,unknown,253,1,-1,0,unknown,0
2299,36,married,tertiary,no,16430,yes,no,unknown,197,3,-1,0,unknown,0
2300,35,married,secondary,no,13,no,no,cellular,94,2,-1,0,unknown,0
2301,57,divorced,secondary,no,14,no,yes,cellular,445,2,-1,0,unknown,0
2302,28,single,secondary,no,769,yes,no,cellular,153,1,371,2,failure,0
2303,43,married,unknown,no,3485,no,no,unknown,113,1,-1,0,unknown,0
2304,57,married,secondary,no,139,no,no,cellular,80,1,-1,0,unknown,0
2305,34,divorced,secondary,no,202,yes,no,unknown,318,1,-1,0,unknown,0
2306,36,married,tertiary,no,6,yes,no,cellular,100,1,435,1,failure,0
2307,47,divorced,tertiary,no,2515,no,no,unknown,40,3,-1,0,unknown,0
2308,36,divorced,tertiary,no,5195,yes,no,unknown,55,25,-1,0,unknown,0
2309,33,married,tertiary,no,2098,no,no,cellular,67,1,-1,0,unknown,0
2310,57,married,tertiary,no,320,no,no,cellular,76,2,-1,0,unknown,0
2311,57,married,tertiary,no,3431,yes,no,unknown,73,1,-1,0,unknown,0
2312,34,married,secondary,no,50,yes,no,unknown,89,2,-1,0,unknown,0
2313,51,divorced,tertiary,no,370,yes,no,cellular,109,3,-1,0,unknown,0
2314,54,divorced,primary,no,-182,no,no,cellular,98,1,-1,0,unknown,0
2315,52,single,tertiary,no,1623,yes,no,unknown,21,17,-1,0,unknown,0
2316,43,married,tertiary,no,13342,yes,no,cellular,465,1,-1,0,unknown,0
2317,58,single,primary,no,6570,no,no,cellular,106,3,-1,0,unknown,0
2318,53,married,secondary,no,225,yes,no,cellular,304,1,340,1,failure,0
2319,44,married,secondary,no,-665,no,no,cellular,342,3,-1,0,unknown,0
2320,29,single,tertiary,no,0,no,no,unknown,16,25,-1,0,unknown,0
2321,27,single,secondary,no,54,yes,no,unknown,543,2,-1,0,unknown,1
2322,35,married,primary,no,46,no,no,cellular,338,3,-1,0,unknown,0
2323,40,married,secondary,no,2,no,no,cellular,197,5,-1,0,unknown,0
2324,34,married,secondary,no,103,yes,yes,unknown,956,2,-1,0,unknown,0
2325,38,single,secondary,no,883,yes,no,cellular,95,1,327,9,other,0
2326,32,married,secondary,no,55,yes,no,unknown,546,9,-1,0,unknown,0
2327,41,married,secondary,no,8238,yes,yes,unknown,124,4,-1,0,unknown,0
2328,25,single,secondary,no,913,yes,no,cellular,113,4,-1,0,unknown,0
2329,38,divorced,secondary,no,595,yes,no,cellular,245,3,-1,0,unknown,0
2330,26,single,secondary,no,7,yes,no,cellular,188,2,-1,0,unknown,0
2331,37,single,tertiary,no,1661,no,no,cellular,199,5,-1,0,unknown,0
2332,30,married,tertiary,no,102,yes,no,cellular,470,7,426,3,other,1
2333,36,married,secondary,no,338,no,no,unknown,90,1,-1,0,unknown,0
2334,33,married,secondary,no,3132,yes,no,unknown,350,5,-1,0,unknown,0
2335,33,single,tertiary,no,490,yes,no,cellular,31,1,363,2,failure,0
2336,35,married,tertiary,no,2682,yes,no,cellular,156,1,-1,0,unknown,0
2337,24,married,tertiary,no,0,yes,no,unknown,299,1,-1,0,unknown,0
2338,29,married,secondary,no,596,no,no,cellular,510,2,-1,0,unknown,0
2339,54,married,secondary,no,2059,yes,no,cellular,177,4,-1,0,unknown,0
2340,27,married,secondary,no,132,no,no,cellular,123,2,-1,0,unknown,0
2341,34,married,secondary,no,0,no,no,cellular,270,1,-1,0,unknown,0
2342,39,married,primary,no,385,yes,no,unknown,225,4,-1,0,unknown,0
2343,38,married,tertiary,no,223,no,no,cellular,63,1,-1,0,unknown,0
2344,37,married,tertiary,no,0,yes,no,unknown,247,13,-1,0,unknown,0
2345,26,single,secondary,no,512,yes,yes,cellular,206,5,239,3,failure,0
2346,36,married,tertiary,no,1169,yes,no,unknown,168,2,-1,0,unknown,0
2347,35,single,tertiary,no,71,yes,no,unknown,836,12,-1,0,unknown,0
2348,30,single,tertiary,no,940,no,no,cellular,131,2,-1,0,unknown,0
2349,25,single,secondary,no,-80,yes,yes,unknown,89,1,-1,0,unknown,0
2350,34,married,secondary,no,0,yes,no,cellular,116,4,-1,0,unknown,0
2351,52,married,unknown,no,1317,no,no,unknown,58,1,-1,0,unknown,0
2352,39,married,secondary,no,179,no,no,unknown,36,1,-1,0,unknown,0
2353,34,married,secondary,no,1007,yes,no,cellular,240,2,-1,0,unknown,0
2354,34,single,secondary,no,0,no,no,cellular,132,4,-1,0,unknown,0
2355,30,married,secondary,no,1286,yes,yes,cellular,544,1,-1,0,unknown,0
2356,33,married,secondary,no,804,yes,yes,unknown,266,1,-1,0,unknown,0
2357,30,single,secondary,no,4,no,no,cellular,443,2,-1,0,unknown,0
2358,51,married,primary,no,0,yes,no,cellular,324,1,-1,0,unknown,0
2359,36,single,secondary,no,417,yes,no,cellular,15,10,207,3,failure,0
2360,48,married,primary,no,1678,no,no,cellular,263,2,-1,0,unknown,0
2361,37,divorced,secondary,no,532,yes,no,unknown,199,1,-1,0,unknown,0
2362,58,married,secondary,no,407,yes,no,cellular,145,2,-1,0,unknown,0
2363,56,divorced,tertiary,no,659,no,yes,cellular,56,1,-1,0,unknown,0
2364,34,married,secondary,no,393,yes,no,cellular,11,9,-1,0,unknown,0
2365,33,divorced,secondary,no,661,yes,no,cellular,411,1,173,2,other,0
2366,26,single,secondary,no,0,no,no,cellular,165,23,-1,0,unknown,0
2367,40,single,unknown,no,838,yes,no,unknown,619,3,-1,0,unknown,0
2368,35,married,secondary,no,195,yes,no,cellular,203,1,-1,0,unknown,0
2369,45,married,secondary,no,68,yes,no,unknown,254,1,-1,0,unknown,0
2370,37,single,secondary,no,-242,yes,no,cellular,1149,6,-1,0,unknown,1
2371,35,divorced,tertiary,no,321,yes,no,unknown,189,1,-1,0,unknown,0
2372,43,single,secondary,no,3403,yes,no,cellular,707,2,97,2,success,1
2373,28,married,secondary,no,8,yes,no,cellular,196,1,-1,0,unknown,0
2374,32,divorced,secondary,no,739,yes,no,unknown,171,1,-1,0,unknown,0
2375,26,single,secondary,no,622,no,no,cellular,1451,2,-1,0,unknown,1
2376,35,married,secondary,no,152,yes,no,unknown,563,1,-1,0,unknown,1
2377,35,single,secondary,no,2,no,no,cellular,239,4,-1,0,unknown,0
2378,39,married,secondary,no,1439,yes,no,telephone,73,6,-1,0,unknown,0
2379,42,divorced,secondary,no,1491,yes,no,cellular,203,2,334,2,failure,0
2380,32,single,secondary,no,6402,yes,no,cellular,158,1,167,1,success,0
2381,30,married,secondary,no,1210,no,no,cellular,100,4,-1,0,unknown,0
2382,26,single,tertiary,no,122,no,yes,cellular,160,1,-1,0,unknown,0
2383,30,single,secondary,no,0,yes,no,cellular,661,1,-1,0,unknown,0
2384,32,married,tertiary,no,62,yes,no,cellular,166,1,-1,0,unknown,0
2385,47,married,secondary,no,3333,yes,yes,cellular,114,2,-1,0,unknown,0
2386,33,married,tertiary,no,16992,yes,no,unknown,58,1,-1,0,unknown,0
2387,57,married,primary,no,23,yes,no,telephone,25,8,-1,0,unknown,0
2388,35,married,secondary,no,0,yes,no,cellular,121,2,-1,0,unknown,0
2389,53,married,tertiary,no,6072,no,yes,unknown,226,4,-1,0,unknown,0
2390,24,single,secondary,no,366,no,yes,unknown,234,2,-1,0,unknown,0
2391,54,divorced,tertiary,no,0,no,yes,cellular,88,1,-1,0,unknown,0
2392,31,married,tertiary,no,1343,yes,yes,unknown,85,1,-1,0,unknown,0
2393,41,married,secondary,no,2105,yes,no,cellular,134,1,-1,0,unknown,0
2394,44,married,secondary,no,2319,no,no,cellular,251,3,-1,0,unknown,0
2395,35,single,secondary,no,35,yes,no,cellular,152,1,-1,0,unknown,0
2396,30,married,tertiary,no,877,no,no,cellular,202,1,83,5,failure,0
2397,43,single,primary,no,30,yes,no,unknown,379,17,-1,0,unknown,0
2398,51,married,secondary,yes,-2082,no,yes,cellular,123,6,-1,0,unknown,0
2399,60,married,secondary,no,89,no,no,cellular,156,2,-1,0,unknown,0
2400,43,married,secondary,no,104,no,no,unknown,332,1,-1,0,unknown,0
2401,31,married,tertiary,no,1750,yes,no,telephone,90,3,-1,0,unknown,0
2402,56,married,primary,no,772,yes,no,telephone,291,1,-1,0,unknown,0
2403,42,married,secondary,no,1048,yes,no,telephone,23,2,-1,0,unknown,0
2404,52,married,primary,no,592,no,no,cellular,122,2,-1,0,unknown,0
2405,40,married,secondary,no,0,yes,yes,cellular,105,2,172,1,failure,0
2406,36,married,secondary,no,3064,yes,no,telephone,1143,4,-1,0,unknown,0
2407,40,married,primary,no,33,no,no,unknown,70,3,-1,0,unknown,0
2408,46,married,secondary,no,0,yes,no,cellular,264,2,-1,0,unknown,0
2409,32,single,secondary,no,1649,no,no,cellular,204,2,-1,0,unknown,0
2410,31,single,tertiary,no,287,yes,no,cellular,182,1,-1,0,unknown,0
2411,41,divorced,secondary,no,0,yes,no,cellular,386,2,-1,0,unknown,0
2412,58,married,primary,no,419,no,yes,unknown,295,3,-1,0,unknown,0
2413,36,married,secondary,no,257,yes,no,cellular,86,2,-1,0,unknown,0
2414,52,married,secondary,no,118,no,no,cellular,16,20,-1,0,unknown,0
2415,42,married,tertiary,no,251,no,no,cellular,413,2,-1,0,unknown,0
2416,32,single,tertiary,no,1731,yes,yes,unknown,323,3,-1,0,unknown,0
2417,62,married,tertiary,no,0,no,no,cellular,78,3,-1,0,unknown,0
2418,31,single,tertiary,no,23,no,no,cellular,121,3,-1,0,unknown,0
2419,41,single,secondary,yes,-386,no,yes,cellular,477,1,-1,0,unknown,1
2420,34,married,tertiary,no,5498,no,no,cellular,265,1,-1,0,unknown,0
2421,44,single,tertiary,no,5063,no,no,cellular,418,2,-1,0,unknown,1
2422,42,married,primary,no,7041,yes,no,cellular,386,4,-1,0,unknown,0
2423,37,single,secondary,no,654,no,no,unknown,594,2,-1,0,unknown,0
2424,47,married,tertiary,no,1890,no,no,cellular,161,1,-1,0,unknown,0
2425,32,married,secondary,no,2400,yes,yes,cellular,450,3,-1,0,unknown,0
2426,46,married,secondary,no,519,yes,no,cellular,217,6,-1,0,unknown,0
2427,39,single,tertiary,no,1190,no,no,cellular,136,1,-1,0,unknown,0
2428,28,single,secondary,no,229,yes,no,unknown,322,1,-1,0,unknown,0
2429,26,single,secondary,no,203,no,no,cellular,104,1,196,1,failure,0
2430,52,married,secondary,no,1818,no,yes,cellular,189,2,111,4,failure,0
2431,42,married,secondary,no,1289,no,no,cellular,250,4,415,2,failure,1
2432,33,divorced,tertiary,no,39,no,no,cellular,123,5,-1,0,unknown,0
2433,73,married,primary,no,796,no,no,cellular,427,1,182,2,failure,1
2434,35,single,secondary,no,57,no,yes,cellular,632,2,-1,0,unknown,0
2435,40,married,tertiary,no,1548,yes,no,cellular,101,3,-1,0,unknown,0
2436,51,married,secondary,no,117,no,no,cellular,467,2,88,4,other,1
2437,37,single,secondary,no,0,yes,no,cellular,640,2,-1,0,unknown,0
2438,39,married,tertiary,no,691,yes,yes,cellular,517,1,255,1,failure,0
2439,28,married,secondary,no,64,yes,no,unknown,160,3,-1,0,unknown,0
2440,49,divorced,tertiary,no,0,yes,no,cellular,177,3,-1,0,unknown,0
2441,36,married,secondary,no,957,yes,no,unknown,206,1,-1,0,unknown,0
2442,45,married,secondary,no,118,yes,no,unknown,208,2,-1,0,unknown,0
2443,29,single,tertiary,no,218,yes,no,cellular,169,1,-1,0,unknown,0
2444,35,married,secondary,no,724,yes,no,cellular,287,2,415,1,failure,1
2445,35,married,tertiary,no,20,yes,yes,cellular,505,3,-1,0,unknown,0
2446,30,married,secondary,no,-28,yes,no,cellular,284,2,371,1,failure,0
2447,46,married,primary,no,665,no,no,cellular,89,4,235,2,failure,0
2448,25,single,tertiary,no,5,no,no,cellular,138,1,-1,0,unknown,0
2449,36,married,tertiary,no,925,no,no,cellular,321,3,189,4,success,1
2450,42,married,primary,no,2519,yes,no,unknown,262,4,-1,0,unknown,0
2451,57,married,secondary,no,3927,no,no,cellular,61,1,-1,0,unknown,0
2452,42,divorced,tertiary,no,401,yes,no,cellular,217,9,-1,0,unknown,0
2453,29,married,tertiary,no,581,yes,yes,cellular,192,2,-1,0,unknown,0
2454,36,married,tertiary,no,1327,no,no,cellular,174,2,-1,0,unknown,0
2455,31,married,secondary,no,3242,no,no,unknown,292,2,-1,0,unknown,0
2456,59,married,primary,no,3163,yes,no,unknown,240,2,-1,0,unknown,0
2457,50,divorced,secondary,no,32,no,no,cellular,282,2,-1,0,unknown,0
2458,47,married,secondary,no,310,yes,yes,telephone,128,6,-1,0,unknown,0
2459,46,married,primary,no,0,no,no,telephone,161,1,-1,0,unknown,0
2460,26,single,primary,no,155,yes,no,cellular,291,1,244,4,failure,0
2461,31,single,secondary,no,11386,yes,no,cellular,356,1,-1,0,unknown,0
2462,30,married,tertiary,no,1380,yes,no,unknown,294,2,-1,0,unknown,0
2463,47,single,unknown,no,2443,no,no,unknown,422,1,-1,0,unknown,0
2464,23,single,tertiary,no,1129,yes,no,unknown,806,1,-1,0,unknown,1
2465,44,single,primary,no,4232,no,no,unknown,227,1,-1,0,unknown,0
2466,42,married,secondary,no,5564,no,no,cellular,560,2,-1,0,unknown,0
2467,32,single,secondary,no,-402,yes,no,cellular,135,1,-1,0,unknown,0
2468,28,single,secondary,no,1323,yes,no,unknown,361,1,-1,0,unknown,0
2469,57,married,primary,no,1623,yes,yes,cellular,246,1,-1,0,unknown,0
2470,38,married,tertiary,no,1042,yes,no,cellular,419,2,-1,0,unknown,0
2471,22,single,secondary,no,2488,no,no,cellular,449,2,38,10,other,1
2472,54,married,secondary,no,865,yes,no,cellular,71,1,-1,0,unknown,0
2473,32,married,tertiary,no,-1053,yes,no,cellular,357,3,-1,0,unknown,0
2474,32,married,tertiary,no,1667,yes,no,cellular,164,2,179,3,failure,0
2475,59,divorced,secondary,no,975,yes,no,unknown,263,4,-1,0,unknown,0
2476,45,married,secondary,no,2571,no,no,unknown,146,2,-1,0,unknown,0
2477,53,married,primary,no,732,no,no,cellular,759,2,-1,0,unknown,1
2478,50,divorced,secondary,no,769,no,no,cellular,72,2,363,4,failure,0
2479,34,married,secondary,no,-136,yes,yes,cellular,131,2,-1,0,unknown,0
2480,35,divorced,secondary,no,3636,no,yes,cellular,808,2,-1,0,unknown,1
2481,30,married,tertiary,no,931,no,no,cellular,1183,1,-1,0,unknown,0
2482,62,married,secondary,no,565,no,no,cellular,123,3,-1,0,unknown,0
2483,40,married,secondary,no,271,yes,no,unknown,483,2,-1,0,unknown,0
2484,26,single,tertiary,no,1153,no,no,cellular,238,3,-1,0,unknown,0
2485,34,married,tertiary,no,-73,yes,no,cellular,90,1,-1,0,unknown,0
2486,50,married,unknown,no,558,no,no,cellular,464,1,683,6,failure,1
2487,31,divorced,tertiary,no,137,no,no,cellular,385,9,-1,0,unknown,0
2488,35,married,secondary,no,700,yes,no,unknown,240,2,-1,0,unknown,0
2489,55,married,primary,no,-966,no,yes,cellular,104,1,-1,0,unknown,0
2490,34,married,secondary,no,96,no,no,cellular,109,2,-1,0,unknown,0
2491,58,married,primary,no,4007,no,no,cellular,598,4,-1,0,unknown,0
2492,50,single,tertiary,no,567,yes,no,unknown,274,8,-1,0,unknown,0
2493,31,single,secondary,no,40,no,no,cellular,123,2,-1,0,unknown,0
2494,47,divorced,secondary,no,136,no,yes,cellular,70,1,-1,0,unknown,0
2495,38,single,tertiary,no,917,yes,no,unknown,260,1,-1,0,unknown,0
2496,46,single,tertiary,no,593,yes,no,cellular,190,3,-1,0,unknown,0
2497,42,married,primary,no,505,yes,no,unknown,521,2,-1,0,unknown,0
2498,34,married,secondary,no,2542,yes,no,cellular,228,1,-1,0,unknown,0
2499,37,married,tertiary,no,5355,no,no,telephone,466,4,-1,0,unknown,1
2500,38,single,tertiary,no,807,no,no,cellular,74,2,-1,0,unknown,0
